atracao_id,dia_semana_id,horario,aberto
297,2,19:30 a 02:00,1
297,3,19:30 a 02:00,1
297,4,19:30 a 04:00,1
297,5,19:30 a 04:00,1
297,6,Fechado,0
297,0,Fechado,0
297,1,Fechado,0
298,2,20:00 a 05:00,1
298,3,20:00 a 05:00,1
298,4,20:00 a 06:00,1
298,5,20:00 a 06:00,1
298,6,20:00 a 05:00,1
298,0,20:00 a 05:00,1
298,1,20:00 a 05:00,1
299,2,16:00 a 00:00,1
299,3,16:00 a 00:00,1
299,4,16:00 a 00:00,1
299,5,11:00 a 23:00,1
299,6,14:00 a 22:00,1
299,0,Fechado,0
299,1,16:00 a 00:00,1
300,2,Fechado,0
300,3,Fechado,0
300,4,Fechado,0
300,5,22:00 a 05:00,1
300,6,Fechado,0
300,0,Fechado,0
300,1,Fechado,0
301,2,Fechado,0
301,3,18:00 a 00:00,1
301,4,18:00 a 00:00,1
301,5,18:00 a 00:00,1
301,6,18:00 a 00:00,1
301,0,Fechado,0
301,1,Fechado,0
302,2,19:00 a 05:00,1
302,3,19:00 a 05:00,1
302,4,19:00 a 05:00,1
302,5,19:00 a 05:00,1
302,6,19:00 a 05:00,1
302,0,19:00 a 05:00,1
302,1,19:00 a 05:00,1
303,2,Fechado,0
303,3,Fechado,0
303,4,Atendimento 24 horas,1
303,5,Atendimento 24 horas,1
303,6,16:00 a 00:00,1
303,0,Fechado,0
303,1,Fechado,0
304,2,13:00 a 17:00,1
304,3,Atendimento 24 horas,1
304,4,Atendimento 24 horas,1
304,5,Atendimento 24 horas,1
304,6,Fechado,0
304,0,13:00 a 17:00,1
304,1,13:00 a 17:00,1
305,2,20:30 a 05:00,1
305,3,20:30 a 05:00,1
305,4,20:30 a 05:00,1
305,5,20:30 a 05:00,1
305,6,20:00 a 05:00,1
305,0,Fechado,0
305,1,20:30 a 05:00,1
306,2,16:00 a 08:00,1
306,3,16:00 a 08:00,1
306,4,16:00 a 08:00,1
306,5,16:00 a 08:00,1
306,6,17:00 a 05:00,1
306,0,17:00 a 05:00,1
306,1,16:00 a 08:00,1
307,2,Fechado,0
307,3,19:30 a 01:00,1
307,4,19:30 a 02:00,1
307,5,19:30 a 02:00,1
307,6,Fechado,0
307,0,Fechado,0
307,1,Fechado,0
309,2,Fechado,0
309,3,Fechado,0
309,4,Fechado,0
309,5,23:00 a 04:00,1
309,6,Fechado,0
309,0,Fechado,0
309,1,Fechado,0
310,2,16:00 a 04:00,1
310,3,16:00 a 04:00,1
310,4,16:00 a 05:00,1
310,5,16:00 a 04:00,1
310,6,Fechado,0
310,0,18:00 a 04:00,1
310,1,18:00 a 04:00,1
311,2,Fechado,0
311,3,16:00 a 22:00,1
311,4,22:00 a 05:00,1
311,5,22:00 a 05:00,1
311,6,16:00 a 22:00,1
311,0,Fechado,0
311,1,Fechado,0
312,6,Fechado,0
312,0,Fechado,0
312,1,Fechado,0
312,2,Fechado,0
312,3,Fechado,0
312,4,Fechado,0
312,5,06:00 a 14:30,1
313,6,08:00 a 17:00,1
313,0,Fechado,0
313,1,Fechado,0
313,2,08:00 a 17:00,1
313,3,08:00 a 17:00,1
313,4,08:00 a 17:00,1
313,5,Fechado,0
314,6,08:00 a 17:00,1
314,0,Fechado,0
314,1,Fechado,0
314,2,Fechado,0
314,3,Fechado,0
314,4,Fechado,0
314,5,08:00 a 17:00,1
315,6,Fechado,0
315,0,09:00 a 16:30,1
315,1,09:00 a 16:30,1
315,2,09:00 a 16:30,1
315,3,09:00 a 16:30,1
315,4,09:00 a 16:30,1
315,5,09:00 a 13:00,1
317,6,10:00 a 17:00,1
317,0,Fechado,0
317,1,Fechado,0
317,2,Fechado,0
317,3,Fechado,0
317,4,Fechado,0
317,5,Fechado,0
319,6,10:00 a 17:30,1
319,0,Fechado,0
319,1,Fechado,0
319,2,Fechado,0
319,3,Fechado,0
319,4,Fechado,0
319,5,Fechado,0
323,6,11:00 a 20:00,1
323,0,Fechado,0
323,1,Fechado,0
323,2,Fechado,0
323,3,Fechado,0
323,4,Fechado,0
323,5,10:00 a 20:00,1
325,6,Fechado,0
325,0,10:00 a 19:00,1
325,1,10:00 a 19:00,1
325,2,10:00 a 19:00,1
325,3,10:00 a 19:00,1
325,4,10:00 a 19:00,1
325,5,10:00 a 14:00,1
326,6,08:00 a 18:00,1
326,0,Fechado,0
326,1,Fechado,0
326,2,Fechado,0
326,3,Fechado,0
326,4,Fechado,0
326,5,Fechado,0
327,6,11:00 a 19:30,1
327,0,Fechado,0
327,1,Fechado,0
327,2,Fechado,0
327,3,Fechado,0
327,4,Fechado,0
327,5,Fechado,0
328,6,Fechado,0
328,0,10:00 a 18:30,1
328,1,10:00 a 18:30,1
328,2,10:00 a 18:30,1
328,3,10:00 a 18:30,1
328,4,10:00 a 18:30,1
328,5,10:00 a 16:00,1
329,6,08:00 a 00:00,1
329,0,08:00 a 00:00,1
329,1,08:00 a 00:00,1
329,2,08:00 a 00:00,1
329,3,08:00 a 00:00,1
329,4,08:00 a 00:00,1
329,5,08:00 a 00:00,1
330,6,Fechado,0
330,0,Fechado,0
330,1,Fechado,0
330,2,07:00 a 15:00,1
330,3,Fechado,0
330,4,Fechado,0
330,5,Fechado,0
332,6,10:00 a 17:00,1
332,0,Fechado,0
332,1,Fechado,0
332,2,10:00 a 17:00,1
332,3,Fechado,0
332,4,Fechado,0
332,5,Fechado,0
333,6,09:30 a 18:00,1
333,0,Fechado,0
333,1,Fechado,0
333,2,Fechado,0
333,3,Fechado,0
333,4,Fechado,0
333,5,09:30 a 18:00,1
334,6,10:00 a 17:00,1
334,0,Fechado,0
334,1,Fechado,0
334,2,Fechado,0
334,3,Fechado,0
334,4,Fechado,0
334,5,Fechado,0
335,6,"11:30 a 16:00, 18:00 a 23:30",1
335,0,18:00 a 00:00,1
335,1,18:00 a 00:00,1
335,2,18:00 a 00:00,1
335,3,18:00 a 00:00,1
335,4,18:00 a 01:00,1
335,5,18:00 a 01:00,1
336,6,"07:00 a 10:30, 12:00 a 23:00",1
336,0,"07:00 a 10:00, 12:00 a 23:00",1
336,1,"07:00 a 10:00, 12:00 a 23:00",1
336,2,"07:00 a 10:00, 12:00 a 23:00",1
336,3,"07:00 a 10:00, 12:00 a 23:00",1
336,4,"07:00 a 10:00, 12:00 a 23:00",1
336,5,"07:00 a 10:30, 12:00 a 23:00",1
337,6,Atendimento 24 horas,1
337,0,Atendimento 24 horas,1
337,1,Atendimento 24 horas,1
337,2,Atendimento 24 horas,1
337,3,Atendimento 24 horas,1
337,4,Atendimento 24 horas,1
337,5,Atendimento 24 horas,1
338,6,09:00 a 23:00,1
338,0,12:00 a 23:00,1
338,1,12:00 a 23:00,1
338,2,12:00 a 23:00,1
338,3,12:00 a 23:00,1
338,4,12:00 a 23:45,1
338,5,09:00 a 23:45,1
339,6,11:30 a 17:00,1
339,0,11:20 a 15:30,1
339,1,11:20 a 15:30,1
339,2,11:20 a 15:30,1
339,3,11:20 a 15:30,1
339,4,11:20 a 21:00,1
339,5,11:30 a 21:00,1
340,6,12:30 a 17:00,1
340,0,Fechado,0
340,1,"12:00 a 15:00, 19:00 a 23:00",1
340,2,"12:00 a 15:00, 19:00 a 23:00",1
340,3,"12:00 a 15:00, 19:00 a 23:00",1
340,4,"12:00 a 15:00, 19:00 a 23:30",1
340,5,12:30 a 23:30,1
341,6,11:30 a 23:30,1
341,0,11:30 a 23:30,1
341,1,11:30 a 23:30,1
341,2,11:30 a 23:30,1
341,3,11:30 a 23:30,1
341,4,11:30 a 00:30,1
341,5,11:30 a 00:00,1
342,6,07:00 a 22:00,1
342,0,07:00 a 22:00,1
342,1,07:00 a 22:00,1
342,2,07:00 a 22:00,1
342,3,07:00 a 22:00,1
342,4,"11:30 a 15:00, 19:00 a 00:00",1
342,5,07:00 a 22:00,1
343,6,Fechado,0
343,0,"11:30 a 15:00, 18:00 a 22:00",1
343,1,"11:30 a 15:00, 18:00 a 22:00",1
343,2,"11:30 a 15:00, 18:00 a 22:00",1
343,3,"11:30 a 15:00, 18:00 a 22:00",1
343,4,"11:30 a 15:00, 18:00 a 22:00",1
343,5,"11:30 a 15:00, 18:00 a 22:00",1
344,6,11:00 a 16:00,1
344,0,11:00 a 23:30,1
344,1,11:00 a 23:30,1
344,2,11:00 a 23:30,1
344,3,11:00 a 23:30,1
344,4,11:00 a 23:30,1
344,5,11:00 a 23:30,1
345,6,Fechado,0
345,0,11:30 a 15:00,1
345,1,11:30 a 15:00,1
345,2,"11:30 a 15:00, 17:00 a 23:00",1
345,3,"11:30 a 15:00, 17:00 a 23:00",1
345,4,"11:30 a 15:00, 17:00 a 23:00",1
345,5,11:30 a 18:00,1
346,6,11:00 a 23:00,1
346,0,11:00 a 23:00,1
346,1,11:00 a 23:00,1
346,2,11:00 a 23:00,1
346,3,11:00 a 23:00,1
346,4,11:00 a 00:00,1
346,5,11:00 a 00:00,1
347,6,Fechado,0
347,0,11:00 a 15:00,1
347,1,11:00 a 15:00,1
347,2,11:00 a 15:00,1
347,3,11:00 a 15:00,1
347,4,11:00 a 15:00,1
347,5,Fechado,0
348,6,12:00 a 21:30,1
348,0,Fechado,0
348,1,14:00 a 22:00,1
348,2,14:00 a 22:00,1
348,3,15:00 a 22:00,1
348,4,12:00 a 22:00,1
348,5,12:00 a 22:00,1
349,6,Fechado,0
349,0,07:00 a 19:00,1
349,1,07:00 a 19:00,1
349,2,07:00 a 19:00,1
349,3,07:00 a 19:00,1
349,4,07:00 a 19:00,1
349,5,Fechado,0
350,6,11:30 a 16:00,1
350,0,Fechado,0
350,1,11:30 a 16:00,1
350,2,11:30 a 16:00,1
350,3,11:30 a 16:00,1
350,4,11:30 a 16:00,1
350,5,11:30 a 16:00,1
351,6,Fechado,0
351,0,09:00 a 15:00,1
351,1,09:00 a 15:00,1
351,2,09:00 a 15:00,1
351,3,09:00 a 15:00,1
351,4,09:00 a 15:00,1
351,5,Fechado,0
352,6,18:00 a 00:00,1
352,0,18:00 a 00:00,1
352,1,18:00 a 00:00,1
352,2,18:00 a 00:00,1
352,3,18:00 a 00:00,1
352,4,18:00 a 00:00,1
352,5,18:00 a 00:00,1
353,6,12:00 a 17:00,1
353,0,12:00 a 16:00,1
353,1,12:00 a 21:00,1
353,2,12:00 a 21:00,1
353,3,12:00 a 21:00,1
353,4,12:00 a 22:30,1
353,5,12:00 a 23:00,1
354,6,12:00 a 16:30,1
354,0,19:00 a 23:30,1
354,1,"12:00 a 15:30, 18:30 a 23:30",1
354,2,"12:00 a 15:30, 18:30 a 23:30",1
354,3,"12:00 a 15:30, 18:30 a 23:30",1
354,4,"12:00 a 15:30, 18:30 a 23:30",1
354,5,12:00 a 23:30,1
355,6,Fechado,0
355,0,12:00 a 15:00,1
355,1,12:00 a 15:00,1
355,2,"12:00 a 15:00, 18:00 a 22:00",1
355,3,"12:00 a 15:00, 18:00 a 22:00",1
355,4,"12:00 a 15:00, 18:00 a 22:00",1
355,5,"12:00 a 15:00, 18:00 a 22:00",1
356,6,Fechado,0
356,0,11:00 a 16:00,1
356,1,11:00 a 16:00,1
356,2,11:00 a 16:00,1
356,3,11:00 a 16:00,1
356,4,11:00 a 16:00,1
356,5,11:00 a 16:00,1
357,6,Fechado,0
357,0,06:00 a 22:00,1
357,1,06:00 a 22:00,1
357,2,06:00 a 22:00,1
357,3,06:00 a 22:00,1
357,4,06:00 a 22:00,1
357,5,08:00 a 17:00,1
358,6,11:30 a 17:00,1
358,0,11:30 a 16:00,1
358,1,11:30 a 16:00,1
358,2,11:30 a 16:00,1
358,3,11:30 a 16:00,1
358,4,11:30 a 16:00,1
358,5,11:30 a 17:00,1
359,6,Fechado,0
359,0,09:00 a 20:00,1
359,1,09:00 a 20:00,1
359,2,09:00 a 20:00,1
359,3,09:00 a 20:00,1
359,4,09:00 a 20:00,1
359,5,09:00 a 16:00,1
360,6,07:00 a 22:00,1
360,0,06:00 a 22:00,1
360,1,06:00 a 22:00,1
360,2,06:00 a 22:00,1
360,3,06:00 a 22:00,1
360,4,06:00 a 23:00,1
360,5,06:00 a 23:00,1
361,6,12:00 a 00:00,1
361,0,"12:00 a 15:00, 17:00 a 00:00",1
361,1,"12:00 a 15:00, 17:00 a 00:00",1
361,2,"12:00 a 15:00, 17:00 a 00:00",1
361,3,"12:00 a 15:00, 17:00 a 00:00",1
361,4,12:00 a 01:00,1
361,5,12:00 a 01:00,1
362,6,11:00 a 16:00,1
362,0,Fechado,0
362,1,11:00 a 17:00,1
362,2,11:00 a 17:00,1
362,3,11:00 a 17:00,1
362,4,11:00 a 17:00,1
362,5,11:00 a 17:00,1
363,6,05:55 a 22:00,1
363,0,05:55 a 22:00,1
363,1,05:55 a 22:00,1
363,2,05:55 a 22:00,1
363,3,05:55 a 22:00,1
363,4,05:55 a 22:00,1
363,5,05:55 a 22:00,1
364,6,12:00 a 18:00,1
364,0,Fechado,0
364,1,16:00 a 00:00,1
364,2,16:00 a 00:00,1
364,3,16:00 a 00:00,1
364,4,16:00 a 00:00,1
364,5,12:00 a 00:00,1
365,6,Fechado,0
365,0,11:00 a 15:00,1
365,1,11:00 a 15:00,1
365,2,11:00 a 15:00,1
365,3,11:00 a 15:00,1
365,4,11:00 a 15:00,1
365,5,Fechado,0
366,6,12:00 a 22:00,1
366,0,12:00 a 00:00,1
366,1,12:00 a 00:00,1
366,2,12:00 a 00:00,1
366,3,12:00 a 01:00,1
366,4,12:00 a 01:00,1
366,5,12:00 a 01:00,1
367,6,18:00 a 00:00,1
367,0,Fechado,0
367,1,Fechado,0
367,2,Fechado,0
367,3,18:00 a 00:00,1
367,4,18:00 a 00:00,1
367,5,18:00 a 00:00,1
368,6,12:00 a 23:00,1
368,0,12:00 a 00:00,1
368,1,12:00 a 00:00,1
368,2,12:00 a 00:00,1
368,3,12:00 a 00:00,1
368,4,12:00 a 01:00,1
368,5,12:00 a 01:00,1
369,6,Fechado,0
369,0,06:00 a 22:00,1
369,1,06:00 a 22:00,1
369,2,06:00 a 22:00,1
369,3,06:00 a 22:00,1
369,4,06:00 a 22:00,1
369,5,06:00 a 22:00,1
370,6,Fechado,0
370,0,11:00 a 15:00,1
370,1,11:00 a 15:00,1
370,2,11:00 a 15:00,1
370,3,11:00 a 15:00,1
370,4,11:00 a 15:00,1
370,5,Fechado,0
371,6,Fechado,0
371,0,11:30 a 23:00,1
371,1,11:30 a 23:00,1
371,2,11:30 a 23:00,1
371,3,11:30 a 23:00,1
371,4,11:30 a 23:00,1
371,5,11:30 a 23:00,1
372,6,Fechado,0
372,0,07:00 a 20:00,1
372,1,07:00 a 20:00,1
372,2,07:00 a 20:00,1
372,3,07:00 a 20:00,1
372,4,07:00 a 20:00,1
372,5,07:00 a 20:00,1
373,6,12:00 a 17:00,1
373,0,"12:00 a 15:00, 18:00 a 00:00",1
373,1,"12:00 a 15:00, 18:00 a 00:00",1
373,2,"12:00 a 15:00, 18:00 a 00:00",1
373,3,"12:00 a 15:00, 18:00 a 00:00",1
373,4,"12:00 a 15:00, 18:00 a 00:00",1
373,5,"12:00 a 16:00, 18:00 a 00:00",1
374,6,12:00 a 16:30,1
374,0,Fechado,0
374,1,"12:00 a 15:00, 19:00 a 23:00",1
374,2,"12:00 a 15:00, 19:00 a 23:00",1
374,3,"12:00 a 15:00, 19:00 a 23:00",1
374,4,"12:00 a 15:00, 19:00 a 23:00",1
374,5,"12:00 a 16:30, 19:00 a 23:00",1
375,6,12:00 a 22:00,1
375,0,12:00 a 22:00,1
375,1,12:00 a 22:00,1
375,2,12:00 a 22:00,1
375,3,12:00 a 22:00,1
375,4,12:00 a 22:00,1
375,5,12:00 a 22:00,1
376,6,09:30 a 21:00,1
376,0,09:30 a 21:30,1
376,1,09:30 a 21:30,1
376,2,09:30 a 21:30,1
376,3,09:30 a 21:30,1
376,4,09:30 a 21:30,1
376,5,09:30 a 21:30,1
377,6,"12:00 a 15:00, 19:00 a 22:30",1
377,0,Fechado,0
377,1,"12:00 a 15:00, 19:00 a 22:30",1
377,2,"12:00 a 15:00, 19:00 a 22:30",1
377,3,"12:00 a 15:00, 19:00 a 22:30",1
377,4,"12:00 a 15:00, 19:00 a 22:30",1
377,5,"12:00 a 15:00, 19:00 a 22:30",1
378,6,11:00 a 22:30,1
378,0,11:00 a 23:00,1
378,1,11:00 a 23:00,1
378,2,11:00 a 23:00,1
378,3,11:00 a 23:00,1
378,4,11:00 a 23:00,1
378,5,11:00 a 23:00,1
379,6,09:00 a 16:00,1
379,0,Fechado,0
379,1,09:00 a 16:00,1
379,2,09:00 a 16:00,1
379,3,09:00 a 16:00,1
379,4,09:00 a 16:00,1
379,5,09:00 a 16:00,1
380,6,Fechado,0
380,0,18:00 a 22:00,1
380,1,18:00 a 22:00,1
380,2,18:00 a 22:00,1
380,3,18:00 a 22:00,1
380,4,18:00 a 22:00,1
380,5,18:00 a 22:00,1
381,6,11:30 a 23:00,1
381,0,11:30 a 23:00,1
381,1,11:30 a 23:00,1
381,2,11:30 a 23:00,1
381,3,11:30 a 23:00,1
381,4,11:30 a 23:30,1
381,5,11:30 a 23:30,1
382,6,09:00 a 22:00,1
382,0,Fechado,0
382,1,09:00 a 22:00,1
382,2,09:00 a 22:00,1
382,3,09:00 a 22:00,1
382,4,09:00 a 22:00,1
382,5,09:00 a 22:00,1
383,6,"11:00 a 15:00, 16:00 a 23:00",1
383,0,"11:00 a 15:00, 16:00 a 23:00",1
383,1,"11:00 a 15:00, 16:00 a 23:00",1
383,2,"11:00 a 15:00, 16:00 a 23:00",1
383,3,"11:00 a 15:00, 16:00 a 23:00",1
383,4,"11:00 a 15:00, 16:00 a 23:00",1
383,5,"11:00 a 15:00, 16:00 a 23:00",1
384,6,"11:30 a 17:00, 18:30 a 22:00",1
384,0,"11:30 a 15:00, 18:30 a 23:00",1
384,1,"11:30 a 15:00, 18:30 a 23:00",1
384,2,"11:30 a 15:00, 18:30 a 23:00",1
384,3,"11:30 a 15:00, 18:30 a 23:00",1
384,4,"11:30 a 15:00, 18:30 a 23:30",1
384,5,"11:30 a 16:00, 18:30 a 23:30",1
385,6,Fechado,0
385,0,11:45 a 14:30,1
385,1,"11:45 a 14:30, 19:00 a 22:00",1
385,2,"11:45 a 14:30, 19:00 a 22:00",1
385,3,"11:45 a 14:30, 19:00 a 22:00",1
385,4,"11:45 a 14:30, 19:00 a 22:00",1
385,5,"11:45 a 15:00, 19:00 a 22:00",1
386,6,Fechado,0
386,0,17:00 a 00:00,1
386,1,17:00 a 00:00,1
386,2,17:00 a 00:00,1
386,3,17:00 a 00:00,1
386,4,17:00 a 01:00,1
386,5,11:00 a 01:00,1
387,6,Fechado,0
387,0,07:00 a 22:00,1
387,1,07:00 a 22:00,1
387,2,07:00 a 22:00,1
387,3,07:00 a 22:00,1
387,4,07:00 a 22:00,1
387,5,07:00 a 18:00,1
388,6,Fechado,0
388,0,08:00 a 19:00,1
388,1,08:00 a 19:00,1
388,2,08:00 a 19:00,1
388,3,08:00 a 19:00,1
388,4,08:00 a 18:00,1
388,5,08:00 a 17:00,1
389,6,Fechado,0
389,0,Fechado,0
389,1,Fechado,0
389,2,17:30 a 00:00,1
389,3,17:30 a 01:00,1
389,4,17:30 a 02:00,1
389,5,17:30 a 02:00,1
391,6,12:30 a 16:00,1
391,0,Fechado,0
391,1,"12:00 a 15:00, 19:00 a 23:00",1
391,2,"12:00 a 15:00, 19:00 a 23:00",1
391,3,"12:00 a 15:00, 19:00 a 23:00",1
391,4,"12:00 a 15:00, 19:00 a 23:00",1
391,5,"12:30 a 16:00, 19:00 a 23:00",1
392,6,18:00 a 23:00,1
392,0,11:30 a 23:50,1
392,1,11:30 a 23:50,1
392,2,11:30 a 23:50,1
392,3,11:30 a 23:50,1
392,4,11:30 a 23:50,1
392,5,11:30 a 23:00,1
393,6,Fechado,0
393,0,06:00 a 23:20,1
393,1,06:00 a 23:20,1
393,2,06:00 a 23:20,1
393,3,06:00 a 23:20,1
393,4,06:00 a 23:20,1
393,5,06:00 a 20:00,1
394,6,Fechado,0
394,0,12:00 a 15:00,1
394,1,12:00 a 15:00,1
394,2,12:00 a 15:00,1
394,3,12:00 a 15:00,1
394,4,12:00 a 15:00,1
394,5,12:00 a 15:00,1
395,6,11:00 a 17:00,1
395,0,11:00 a 16:00,1
395,1,11:00 a 16:00,1
395,2,11:00 a 16:00,1
395,3,11:00 a 16:00,1
395,4,11:00 a 16:00,1
395,5,11:00 a 17:00,1
396,6,10:00 a 00:00,1
396,0,10:00 a 00:00,1
396,1,10:00 a 00:00,1
396,2,10:00 a 00:00,1
396,3,10:00 a 00:00,1
396,4,10:00 a 02:00,1
396,5,10:00 a 02:00,1
397,6,12:00 a 22:00,1
397,0,12:00 a 22:00,1
397,1,12:00 a 22:00,1
397,2,12:00 a 22:00,1
397,3,12:00 a 22:00,1
397,4,12:00 a 22:00,1
397,5,12:00 a 22:00,1
398,6,18:00 a 23:30,1
398,0,"11:00 a 15:00, 18:00 a 23:30",1
398,1,"11:00 a 15:00, 18:00 a 23:30",1
398,2,"11:00 a 15:00, 18:00 a 23:30",1
398,3,"11:00 a 15:00, 18:00 a 23:30",1
398,4,"11:00 a 15:00, 18:00 a 00:00",1
398,5,"11:00 a 15:00, 18:00 a 00:00",1
399,6,12:00 a 16:00,1
399,0,Fechado,0
399,1,12:00 a 15:00,1
399,2,12:00 a 15:00,1
399,3,12:00 a 15:00,1
399,4,12:00 a 15:00,1
399,5,12:00 a 16:00,1
400,6,11:00 a 20:00,1
400,0,11:00 a 23:00,1
400,1,11:00 a 23:00,1
400,2,11:00 a 23:00,1
400,3,11:00 a 23:00,1
400,4,11:00 a 00:00,1
400,5,11:00 a 00:00,1
401,6,12:00 a 22:30,1
401,0,12:00 a 22:30,1
401,1,12:00 a 22:30,1
401,2,12:00 a 22:30,1
401,3,12:00 a 22:30,1
401,4,12:00 a 22:30,1
401,5,12:00 a 22:30,1
402,6,12:00 a 22:45,1
402,0,Fechado,0
402,1,18:30 a 23:15,1
402,2,18:30 a 23:15,1
402,3,12:00 a 23:15,1
402,4,12:00 a 23:15,1
402,5,12:00 a 23:15,1
403,6,Fechado,0
403,0,09:30 a 17:00,1
403,1,09:30 a 17:00,1
403,2,09:30 a 17:00,1
403,3,09:30 a 17:00,1
403,4,09:30 a 17:00,1
403,5,09:30 a 18:30,1
404,6,12:00 a 16:30,1
404,0,Fechado,0
404,1,12:00 a 15:00,1
404,2,12:00 a 15:00,1
404,3,12:00 a 15:00,1
404,4,12:00 a 15:00,1
404,5,12:00 a 17:00,1
405,6,11:30 a 15:00,1
405,0,Fechado,0
405,1,"11:30 a 15:00, 18:30 a 22:00",1
405,2,"11:30 a 15:00, 18:30 a 22:00",1
405,3,"11:30 a 15:00, 18:30 a 22:00",1
405,4,"11:30 a 15:00, 18:30 a 23:00",1
405,5,"11:30 a 15:00, 18:30 a 23:00",1
406,6,Fechado,0
406,0,11:00 a 17:00,1
406,1,11:00 a 17:00,1
406,2,11:00 a 17:00,1
406,3,11:00 a 17:00,1
406,4,11:00 a 17:00,1
406,5,11:00 a 17:00,1
407,6,11:30 a 23:00,1
407,0,"11:30 a 15:30, 17:00 a 23:00",1
407,1,"11:30 a 15:30, 17:00 a 23:00",1
407,2,"11:30 a 15:30, 17:00 a 23:00",1
407,3,"11:30 a 15:30, 17:00 a 23:00",1
407,4,"11:30 a 15:30, 17:00 a 00:00",1
407,5,11:30 a 00:00,1
408,6,12:00 a 22:00,1
408,0,Fechado,0
408,1,12:00 a 22:00,1
408,2,12:00 a 22:00,1
408,3,12:00 a 22:00,1
408,4,12:00 a 23:00,1
408,5,12:00 a 23:00,1
409,6,12:00 a 23:00,1
409,0,12:00 a 23:00,1
409,1,12:00 a 23:00,1
409,2,12:00 a 23:00,1
409,3,12:00 a 23:00,1
409,4,12:00 a 00:00,1
409,5,12:00 a 00:00,1
410,6,Fechado,0
410,0,11:00 a 15:00,1
410,1,11:00 a 15:00,1
410,2,11:00 a 15:00,1
410,3,11:00 a 15:00,1
410,4,11:00 a 15:00,1
410,5,11:00 a 15:00,1
411,6,12:00 a 18:00,1
411,0,"12:00 a 15:30, 19:00 a 23:15",1
411,1,"12:00 a 15:30, 19:00 a 23:15",1
411,2,"12:00 a 15:30, 19:00 a 23:15",1
411,3,"12:00 a 15:30, 19:00 a 23:15",1
411,4,"12:00 a 15:30, 19:00 a 23:15",1
411,5,12:00 a 23:15,1
412,6,10:00 a 01:00,1
412,0,10:00 a 01:00,1
412,1,10:00 a 01:00,1
412,2,10:00 a 01:00,1
412,3,10:00 a 01:00,1
412,4,10:00 a 01:00,1
412,5,10:00 a 01:00,1
413,6,Fechado,0
413,0,"12:00 a 14:30, 19:00 a 23:30",1
413,1,"12:00 a 14:30, 19:00 a 23:30",1
413,2,"12:00 a 14:30, 19:00 a 23:30",1
413,3,"12:00 a 14:30, 19:00 a 23:30",1
413,4,"12:00 a 14:30, 19:00 a 00:00",1
413,5,19:00 a 00:00,1
414,6,11:00 a 22:00,1
414,0,Fechado,0
414,1,11:00 a 22:00,1
414,2,11:00 a 22:00,1
414,3,11:00 a 22:00,1
414,4,11:00 a 22:00,1
414,5,11:00 a 22:00,1
415,6,"12:00 a 17:00, 19:00 a 22:00",1
415,0,"12:00 a 15:30, 19:00 a 22:00",1
415,1,"12:00 a 15:30, 19:00 a 22:00",1
415,2,"12:00 a 15:30, 19:00 a 22:00",1
415,3,"12:00 a 15:30, 19:00 a 22:00",1
415,4,"12:00 a 15:30, 19:00 a 22:00",1
415,5,"12:00 a 17:00, 19:00 a 22:00",1
416,6,"12:00 a 16:00, 18:00 a 22:00",1
416,0,Fechado,0
416,1,18:00 a 23:00,1
416,2,18:00 a 23:00,1
416,3,18:00 a 23:00,1
416,4,18:00 a 00:00,1
416,5,"12:00 a 16:00, 18:00 a 00:00",1
417,6,Fechado,0
417,0,06:00 a 23:00,1
417,1,06:00 a 23:00,1
417,2,06:00 a 23:00,1
417,3,06:00 a 23:00,1
417,4,06:00 a 23:00,1
417,5,06:00 a 23:00,1
418,6,11:00 a 20:00,1
418,0,11:00 a 22:00,1
418,1,11:00 a 22:00,1
418,2,11:00 a 22:00,1
418,3,11:00 a 22:00,1
418,4,11:00 a 22:00,1
418,5,11:00 a 20:00,1
419,6,11:00 a 23:00,1
419,0,11:00 a 23:00,1
419,1,11:00 a 23:00,1
419,2,11:00 a 23:00,1
419,3,11:00 a 23:00,1
419,4,11:00 a 23:00,1
419,5,11:00 a 23:00,1
420,6,12:00 a 23:00,1
420,0,12:00 a 23:00,1
420,1,12:00 a 23:30,1
420,2,12:00 a 23:30,1
420,3,12:00 a 23:30,1
420,4,12:00 a 00:00,1
420,5,12:00 a 00:00,1
421,6,11:00 a 15:00,1
421,0,11:00 a 15:00,1
421,1,11:00 a 15:00,1
421,2,11:00 a 15:00,1
421,3,11:00 a 15:00,1
421,4,11:00 a 15:00,1
421,5,Fechado,0
422,6,Fechado,0
422,0,12:00 a 00:00,1
422,1,12:00 a 00:00,1
422,2,12:00 a 00:00,1
422,3,12:00 a 00:00,1
422,4,12:00 a 00:00,1
422,5,12:00 a 21:00,1
423,6,10:00 a 22:00,1
423,0,10:00 a 22:00,1
423,1,10:00 a 22:00,1
423,2,10:00 a 22:00,1
423,3,10:00 a 22:00,1
423,4,10:00 a 22:00,1
423,5,10:00 a 22:00,1
424,6,12:00 a 16:00,1
424,0,Fechado,0
424,1,Fechado,0
424,2,12:00 a 15:00,1
424,3,12:00 a 15:00,1
424,4,12:00 a 15:00,1
424,5,"12:00 a 16:00, 19:30 a 23:00",1
425,6,11:40 a 23:00,1
425,0,11:40 a 23:00,1
425,1,11:40 a 23:00,1
425,2,11:40 a 23:00,1
425,3,11:40 a 23:00,1
425,4,11:40 a 01:00,1
